timestamp,symbol,open,high,low,close,volume
2025-06-27T14:06:00.000000+0000,BTCUSDT,107000.45,107073.3,106909.5,107073.3,34.37887
2025-06-27T14:07:00.000000+0000,BTCUSDT,107073.29,107087.1,106958.01,106958.01,27.45761
2025-06-27T14:08:00.000000+0000,BTCUSDT,106958.02,107068.0,106958.01,107031.49,41.6505
2025-06-27T14:09:00.000000+0000,BTCUSDT,107031.49,107067.51,106938.71,106938.72,45.1518
2025-06-27T14:10:00.000000+0000,BTCUSDT,106938.71,107019.63,106938.71,106972.29,48.566
2025-06-27T14:11:00.000000+0000,BTCUSDT,106972.28,106972.29,106837.54,106865.13,36.11467
2025-06-27T14:12:00.000000+0000,BTCUSDT,106865.13,106893.29,106838.18,106886.76,39.5126
2025-06-27T14:13:00.000000+0000,BTCUSDT,106886.75,106886.75,106837.56,106854.56,33.68139
2025-06-27T14:14:00.000000+0000,BTCUSDT,106854.56,106857.39,106705.69,106708.88,37.7475
2025-06-27T14:15:00.000000+0000,BTCUSDT,106708.89,106766.17,106692.89,106692.9,35.23922
2025-06-27T14:16:00.000000+0000,BTCUSDT,106692.9,106711.43,106616.67,106656.59,38.81777
2025-06-27T14:17:00.000000+0000,BTCUSDT,106656.59,106656.59,106597.38,106616.85,46.6875
2025-06-27T14:18:00.000000+0000,BTCUSDT,106616.84,106616.85,106509.83,106509.84,27.01808
2025-06-27T14:19:00.000000+0000,BTCUSDT,106509.84,106568.03,106509.84,106560.54,29.09715
2025-06-27T14:20:00.000000+0000,BTCUSDT,106560.55,106560.55,106511.95,106522.85,32.1435
2025-06-27T14:21:00.000000+0000,BTCUSDT,106522.85,106588.14,106522.85,106572.53,26.21652
2025-06-27T14:22:00.000000+0000,BTCUSDT,106572.54,106666.48,106572.54,106599.46,51.78542
2025-06-27T14:23:00.000000+0000,BTCUSDT,106599.46,106609.78,106524.95,106562.78,32.0575
2025-06-27T14:24:00.000000+0000,BTCUSDT,106562.78,106562.79,106469.94,106469.94,31.8638
2025-06-27T14:25:00.000000+0000,BTCUSDT,106469.94,106524.6,106407.43,106524.6,43.22092
2025-06-27T14:26:00.000000+0000,BTCUSDT,106524.6,106600.67,106524.6,106600.67,49.95903
2025-06-27T14:27:00.000000+0000,BTCUSDT,106600.68,106654.93,106535.02,106535.02,28.00694
2025-06-27T14:28:00.000000+0000,BTCUSDT,106535.01,106535.01,106429.7,106435.11,39.87653
2025-06-27T14:29:00.000000+0000,BTCUSDT,106435.11,106545.31,106435.1,106498.66,36.6118
2025-06-27T14:30:00.000000+0000,BTCUSDT,106498.66,106502.75,106453.91,106502.75,42.07619
2025-06-27T14:31:00.000000+0000,BTCUSDT,106502.75,106568.0,106488.74,106511.96,42.41463
2025-06-27T14:32:00.000000+0000,BTCUSDT,106511.95,106560.0,106485.66,106539.44,40.1495
2025-06-27T14:33:00.000000+0000,BTCUSDT,106539.45,106539.45,106460.0,106468.78,36.37883
2025-06-27T14:34:00.000000+0000,BTCUSDT,106468.78,106478.84,106420.0,106430.0,29.3896
2025-06-27T14:35:00.000000+0000,BTCUSDT,106430.0,106468.67,106370.44,106426.07,40.92688
2025-06-27T14:36:00.000000+0000,BTCUSDT,106426.08,106449.84,106417.57,106433.44,24.77198
2025-06-27T14:37:00.000000+0000,BTCUSDT,106433.44,106621.79,106413.15,106586.8,40.7768
2025-06-27T14:38:00.000000+0000,BTCUSDT,106586.8,106681.53,106559.93,106559.94,39.1345
2025-06-27T14:39:00.000000+0000,BTCUSDT,106559.94,106575.39,106442.68,106455.98,26.71302
2025-06-27T14:40:00.000000+0000,BTCUSDT,106455.98,106466.81,106392.98,106420.01,30.38579
